Time,P,S,Q,Temperature
5/1/19 22:00,1753.29,1771,2.498.302.942,27.6
5/1/19 23:00,1777.84,1795.8,2.533.287.647,26.1
6/1/19 0:00,1779.43,1797.4,2.535.544.725,26.6
6/1/19 1:00,1674.88,1691.8,2.386.577.593,25.8
6/1/19 2:00,1701.02,1718.2,2.423.819.376,25.8
6/1/19 3:00,1703.2,1720.4,2.426.922.858,26.8
6/1/19 4:00,1690.13,1707.2,2.408.301.966,25.7
6/1/19 5:00,1727.15,1744.6,2.461.061.159,26.6
6/1/19 6:00,1689.06,1706.12,2.406.778.439,26.3
6/1/19 7:00,1730.63,1748.11,2.466.012.623,27.4
6/1/19 8:00,1682.5,1699.49,2.397.425.673,24.2
6/1/19 9:00,1761.26,1779.05,2.509.658.864,25.4
6/1/19 10:00,1715.31,1732.64,2.444.189.503,25.6
6/1/19 11:00,1708.75,1726.01,2.434.836.737,25.6
6/1/19 12:00,1842.59,1861.2,2.625.545.701,27.5
6/1/19 13:00,1710.94,1728.22,2.437.954.325,27.6
6/1/19 14:00,1675.93,1692.86,2.388.072.907,26.9
6/1/19 15:00,1719.69,1737.06,24.542.468,24.9
6/1/19 16:00,1721.88,1739.27,2.453.542.269,26.2
6/1/19 17:00,1686.87,1703.91,240.366.085,26.8
6/1/19 18:00,1700,1717.17,2.422.366.382,26.7
6/1/19 19:00,1728.44,1745.9,2.462.895.035,27.4
6/1/19 20:00,1739.38,1756.95,2.478.482.978,28.4
6/1/19 21:00,1745.94,1763.58,2.487.835.744,27
6/1/19 22:00,1735,1752.53,2.472.247.801,27.9
6/1/19 23:00,1752.51,1770.21,249.718.851,26.2
7/1/19 0:00,1783.14,1801.15,254.834.751,25.9
7/1/19 1:00,1748.13,1765.79,249.953.333,26
7/1/19 2:00,1715.31,1732.64,2.444.189.503,25.6
7/1/19 3:00,1752.51,1770.21,249.718.851,25.8
7/1/19 4:00,1671.56,1688.44,238.183.773,26.8
7/1/19 5:00,1785.33,1803.36,254.395.234,27.6
7/1/19 6:00,1805.02,1823.25,2.572.010.637,26.1
7/1/19 7:00,1707.69,1724.94,2.433.327.316,26.6
7/1/19 8:00,1798.45,1816.62,2.562.657.872,25.8
7/1/19 9:00,1712.09,1729.38,2.439.590.707,25.8
7/1/19 10:00,1857.53,1876.29,2.646.832.765,26.8
7/1/19 11:00,1896.91,1916.07,2.702.949.361,25.7
7/1/19 12:00,1678.12,1695.07,2.391.190.496,26.6
7/1/19 13:00,1695.62,1712.75,2.416.131.205,26.3
7/1/19 14:00,1710.94,1728.22,2.437.954.325,27.4
7/1/19 15:00,1721.88,1739.27,2.453.542.269,24.2
7/1/19 16:00,1842.21,1860.82,2.625.009.645,25.4
7/1/19 17:00,1861.9,1880.71,2.653.067.942,25.6
7/1/19 18:00,1712.09,1729.38,2.439.590.707,25.6
7/1/19 19:00,1721.88,1739.27,2.453.542.269,27.5
7/1/19 20:00,1673.74,1690.65,2.384.955.318,27.6
7/1/19 21:00,1701.1,1718.28,242.393.223,26.9
7/1/19 22:00,1745.05,1762.68,2.486.566.138,24.9
7/1/19 23:00,1760.06,1795.98,3.573.955.075,26.2
8/1/19 0:00,1679.56,1713.84,341.498.538,26.8
8/1/19 1:00,1696.97,1731.6,3.445.840.492,26.7
8/1/19 2:00,1829.68,1867.02,371.532.289,27.4
8/1/19 3:00,1801.4,1838.16,3.657.892.215,28.4
8/1/19 4:00,1788.34,1824.84,3.631.385.749,27
8/1/19 5:00,1705.67,1740.48,3.463.511.469,27.9
8/1/19 6:00,1783.99,1820.4,3.622.550.261,26.2
8/1/19 7:00,1764.41,1800.42,3.582.790.563,25.9
8/1/19 8:00,1712.2,1747.14,3.476.764.702,26
8/1/19 9:00,1775.29,1811.52,3.604.879.284,25.6
8/1/19 10:00,1666.51,1700.52,3.383.992.073,25.8
8/1/19 11:00,1746.13,1781.77,3.545.677.532,26.8
8/1/19 12:00,1674.02,1708.18,3.399.235.281,27.6
8/1/19 13:00,1698.06,1732.71,3.448.049.364,26.1
8/1/19 14:00,1671.83,1705.95,3.394.797.637,26.6
8/1/19 15:00,1733.02,1768.39,3.519.051.668,25.8
8/1/19 16:00,1691.5,1726.02,3.434.736.432,25.8
8/1/19 17:00,1773.11,1809.3,36.046.154,26.8
8/1/19 18:00,1741.76,1777.31,3.536.802.244,25.7
8/1/19 19:00,1725.25,1760.46,3.503.271.167,26.6
8/1/19 20:00,1690.44,1724.94,343.258.726,26.3
8/1/19 21:00,1668.69,1702.74,3.388.409.817,27.4
8/1/19 22:00,1710.02,1744.92,3.472.346.958,24.2
8/1/19 23:00,1713.35,1748.32,3.479.112.872,25.4
9/1/19 0:00,1707.85,1742.7,3.467.929.213,25.6
9/1/19 1:00,1731.78,1767.12,35.165.244,25.6
9/1/19 2:00,1680.57,1714.87,3.412.548.213,27.5
9/1/19 3:00,1652.16,1685.88,3.354.858.841,27.6
9/1/19 4:00,1751.36,1787.1,3.556.284.098,26.9
9/1/19 5:00,1726.47,1761.7,3.505.738.736,24.9
9/1/19 6:00,1658.72,1692.57,3.368.171.773,26.2
9/1/19 7:00,1717.72,1752.78,348.798.816,26.8
9/1/19 8:00,1759.25,1795.15,3.572.303.395,26.7
9/1/19 9:00,1702.43,1737.17,3.456.924.652,27.4
9/1/19 10:00,1660.9,1694.8,3.372.609.417,28.4
9/1/19 11:00,1698.06,1732.71,3.448.049.364,27
9/1/19 12:00,1796.4,1833.06,3.647.743.343,27.9
9/1/19 13:00,1652.16,1685.88,3.354.858.841,26.2
9/1/19 14:00,1785.47,1821.91,3.625.555.123,25.9
9/1/19 15:00,1745.18,1780.8,3.543.747.256,26
9/1/19 16:00,1783.29,1819.68,3.621.117.479,25.6
9/1/19 17:00,1721.04,1756.16,3.494.714.275,25.8
9/1/19 18:00,1741.95,1777.5,3.537.180.339,26.8
9/1/19 19:00,1750.77,1786.5,3.555.090.113,27.6
9/1/19 20:00,1799.28,1836,3.653.593.869,26.1
9/1/19 21:00,1664.78,1698.75,338.469.818,26.6
9/1/19 22:00,1662.57,1696.5,3.375.992.374,25.8
9/1/19 23:00,1781.64,1818,3.617.774.321,25.8
10/1/19 0:00,1741.95,1777.5,3.537.180.339,26.8
10/1/19 1:00,1783.85,1820.25,3.622.251.765,25.7
10/1/19 2:00,1730.93,1766.25,3.514.793.122,26.6
10/1/19 3:00,1793.48,1830.08,3.641.813.218,26.3
10/1/19 4:00,1789.09,1825.6,363.289.813,27.4
10/1/19 5:00,1751.77,1787.52,3.557.119.887,24.2
10/1/19 6:00,1688.11,1722.56,3.427.851.119,25.4
10/1/19 7:00,1681.52,1715.84,3.414.478.488,25.6
10/1/19 8:00,1674.94,1709.12,3.401.105.857,25.6
10/1/19 9:00,1670.55,1704.64,339.219.077,27.5
10/1/19 10:00,1677.13,1711.36,3.405.563.401,27.6
10/1/19 11:00,1683.72,1718.08,3.418.936.032,26.9
10/1/19 12:00,1767.14,1803.2,3.588.322.693,24.9
10/1/19 13:00,1721.04,1756.16,3.494.714.275,26.2
10/1/19 14:00,1723.23,1758.4,3.499.171.819,26.8
10/1/19 15:00,1694.69,1729.28,344.122.375,26.7
10/1/19 16:00,1749.57,1785.28,3.552.662.343,27.4
10/1/19 17:00,1681.52,1715.84,3.414.478.488,28.4
10/1/19 18:00,1716.65,1751.68,3.485.799.188,27
10/1/19 19:00,1763.62,1799.61,3.581.178.683,27.9
10/1/19 20:00,1767.14,1803.2,3.588.322.693,26.2
10/1/19 21:00,1721.04,1756.16,3.494.714.275,25.9
10/1/19 22:00,1688.11,1722.56,3.427.851.119,26
10/1/19 23:00,1689.31,1723.79,343.298.788,25.6
11/1/19 0:00,1700.24,1734.94,3.452.487.008,25.8
11/1/19 1:00,1711.17,1746.09,3.474.675.228,26.8
11/1/19 2:00,1674.02,1708.18,3.399.235.281,27.6
11/1/19 3:00,1678.39,1712.64,3.408.110.569,26.1
11/1/19 4:00,1691.5,1726.02,3.434.736.432,26.6
11/1/19 5:00,1698.06,1732.71,3.448.049.364,25.8
11/1/19 6:00,1737.39,1772.85,3.527.926.956,25.8
11/1/19 7:00,1708.98,1743.86,347.237.584,26.8
11/1/19 8:00,1722.1,1757.24,3.496.863.448,25.7
11/1/19 9:00,1687.13,1721.56,3.425.861.144,26.6
11/1/19 10:00,1713.35,1748.32,3.479.112.872,26.3
11/1/19 11:00,1710.02,1744.92,3.472.346.958,27.4
11/1/19 12:00,1798.58,1835.29,3.652.180.987,24.2
11/1/19 13:00,1671.83,1705.95,3.394.797.637,25.4
11/1/19 14:00,1853.22,1891.04,3.763.122.086,25.6
11/1/19 15:00,1783.99,1820.4,3.622.550.261,25.6
11/1/19 16:00,1738.3,1773.78,3.529.777.632,27.5
11/1/19 17:00,1827.5,1864.8,371.905.145,27.6
11/1/19 18:00,1818.8,1855.92,3.693.234.169,26.9
11/1/19 19:00,1712.2,1747.14,3.476.764.702,24.9
11/1/19 20:00,1790.52,1827.06,3.635.803.494,26.2
11/1/19 21:00,1707.85,1742.7,3.467.929.213,26.8
11/1/19 22:00,1838.76,1876.29,3.733.769.957,26.7
11/1/19 23:00,1715.31,1750.32,3.483.092.822,27.4
12/1/19 0:00,1806.28,1843.14,366.780.229,28.4
12/1/19 1:00,1742.66,1778.22,3.538.613.121,27
12/1/19 2:00,1721.81,1756.95,3.496.286.355,27.9
12/1/19 3:00,1791.12,1827.67,3.637.017.378,26.2
12/1/19 4:00,1795.45,1832.09,3.645.813.067,25.9
12/1/19 5:00,1732.64,1768,3.518.275.578,26
12/1/19 6:00,1842.59,1861.2,2.625.545.701,25.6
12/1/19 7:00,1836.05,1854.6,2.616.235.255,25.8
12/1/19 8:00,1868.72,1887.6,2.662.787.484,26.8
12/1/19 9:00,1737.74,1773.2,3.528.623.447,27.6
12/1/19 10:00,1888.42,1907.49,269.845.781,26.1
12/1/19 11:00,1744.86,1780.47,3.543.090.564,26.6
12/1/19 12:00,1738.42,1773.9,35.316.429,25.8
12/1/19 13:00,1738.42,1773.9,35.316.429,25.8
12/1/19 14:00,1749.15,1784.85,3.551.806.654,26.8
12/1/19 15:00,1807.39,1844.28,36.770.861,25.7
12/1/19 16:00,1838.76,1876.29,3.733.769.957,26.6
12/1/19 17:00,1724.8,1760,3.502.355.779,26.3
12/1/19 18:00,1802.42,1839.2,3.659.961.789,27.4
12/1/19 19:00,1752.83,1788.6,355.926.906,24.2
12/1/19 20:00,1711.86,1746.8,347.608.811,25.4
12/1/19 21:00,1703.24,1738,3.458.576.331,25.6
12/1/19 22:00,1719.65,1754.74,3.491.888.511,25.6
12/1/19 23:00,1708.82,1743.69,3.469.899.288,27.5
13/1/19 0:00,1723.98,1759.16,3.506.842,27.6
13/1/19 1:00,1788.95,1825.46,3.632.619.534,26.9
13/1/19 2:00,1765.13,1801.15,3.584.243.245,24.9
13/1/19 3:00,1741.3,1776.84,3.535.866.955,26.2
13/1/19 4:00,1745.63,1781.26,3.544.662.644,26.8
13/1/19 5:00,1739.14,1774.63,3.531.469.111,26.7
13/1/19 6:00,1832.27,1869.66,372.576.423,27.4
13/1/19 7:00,1794.87,1831.5,3.644.638.982,28.4
13/1/19 8:00,1783.99,1820.4,3.622.550.261,27
13/1/19 9:00,1714.37,1749.36,3.481.182.446,27.9
13/1/19 10:00,1714.37,1749.36,3.481.182.446,26.2
13/1/19 11:00,1733.95,1769.34,352.942.144,25.9
13/1/19 12:00,1756.46,1792.31,3.566.651.867,26
13/1/19 13:00,1721.81,1756.95,3.496.286.355,25.6
13/1/19 14:00,1693.66,1728.22,3.439.114.377,25.8
13/1/19 15:00,1747.8,1783.47,3.549.060.489,26.8
13/1/19 16:00,1929.73,1949.22,2.749.713.191,27.6
13/1/19 17:00,1736.13,1771.56,3.525.359.888,26.1
13/1/19 18:00,1755.71,1791.54,3.565.119.586,26.6
13/1/19 19:00,1739.14,1774.63,3.531.469.111,25.8
13/1/19 20:00,1806.28,1843.14,366.780.229,25.8
13/1/19 21:00,1756.46,1792.31,3.566.651.867,26.8
13/1/19 22:00,1731.78,1767.12,35.165.244,25.7
13/1/19 23:00,1850.96,1869.66,2.637.479.999,26.6
14/1/19 0:00,1812.77,1849.77,368.995.823,26.3
14/1/19 1:00,1745.63,1781.26,3.544.662.644,27.4
14/1/19 2:00,1745.63,1781.26,3.544.662.644,24.2
14/1/19 3:00,1938.48,1958.06,2.762.183.545,25.4
14/1/19 4:00,1745.63,1781.26,3.544.662.644,25.6
14/1/19 5:00,1749.97,1785.68,3.553.458.333,25.6
14/1/19 6:00,1823.6,1860.82,3.702.985.045,27.5
14/1/19 7:00,1940.67,1960.27,2.765.301.134,27.6
14/1/19 8:00,1817.11,1854.19,3.689.791.512,26.9
14/1/19 9:00,1899.1,1918.28,270.606.695,24.9
14/1/19 10:00,1799.78,1836.51,3.654.608.756,26.2
14/1/19 11:00,1953.79,1973.53,2.784.006.666,26.8
14/1/19 12:00,1747.8,1783.47,3.549.060.489,26.7
14/1/19 13:00,1884.25,1922.7,3.826.124.691,27.4
14/1/19 14:00,1773.79,1809.99,3.601.834.623,28.4
14/1/19 15:00,1730.47,1765.79,3.513.877.733,27
14/1/19 16:00,1797.61,1834.3,365.210.912,27.9
14/1/19 17:00,1754.3,1790.1,3.562.254.022,26.2
14/1/19 18:00,1843.1,1880.71,3.742.565.646,25.9
14/1/19 19:00,1756.46,1792.31,3.566.651.867,26
14/1/19 20:00,1821.44,1858.61,3.698.587.201,25.6
14/1/19 21:00,1819.27,1856.4,3.694.189.356,25.8
14/1/19 22:00,1784.62,1821.04,3.623.823.845,26.8
14/1/19 23:00,1749.97,1785.68,3.553.458.333,27.6
15/1/19 0:00,1736.13,1771.56,3.525.359.888,26.1
15/1/19 1:00,1762.24,1798.2,3.578.372.819,26.6
15/1/19 2:00,1872.84,1891.76,2.668.655.886,25.8
15/1/19 3:00,1739.14,1774.63,3.531.469.111,25.8
15/1/19 4:00,1936.29,1955.85,2.759.065.957,26.8
15/1/19 5:00,1894.72,1913.86,2.699.831.772,25.7
15/1/19 6:00,1920.98,1940.38,2.737.242.836,26.6
15/1/19 7:00,1990.99,2011.1,2.837.005.673,26.3
15/1/19 8:00,1805.02,1823.25,2.572.010.637,27.4
15/1/19 9:00,1825.77,1863.03,370.738.289,24.2
15/1/19 10:00,1775.29,1811.52,3.604.879.284,25.4
15/1/19 11:00,1766.59,1802.64,3.587.208.307,25.6
15/1/19 12:00,1901.1,1920.3,270.891.651,25.6
15/1/19 13:00,1842.73,1880.34,3.741.829.355,27.5
15/1/19 14:00,1866.66,1904.76,379.424.541,27.6
15/1/19 15:00,1796.4,1833.06,3.647.743.343,26.9
15/1/19 16:00,1757.88,1793.76,356.953.733,24.9
15/1/19 17:00,1942.86,1962.48,2.768.418.723,26.2
15/1/19 18:00,1792.69,1829.28,364.221.238,26.8
15/1/19 19:00,1916.48,1935.84,273.838.378,26.7
15/1/19 20:00,1775.29,1811.52,3.604.879.284,27.4
15/1/19 21:00,1777.47,1813.74,3.609.297.028,28.4
15/1/19 22:00,1816.07,1853.13,3.687.682.139,27
15/1/19 23:00,1832.99,1870.4,3.722.049.005,27.9
16/1/19 0:00,1802.26,1839.04,3.659.643.393,26.2
16/1/19 1:00,1857.14,1895.04,3.771.081.986,25.9
16/1/19 2:00,1806.65,1843.52,366.855.848,26
16/1/19 3:00,1811.04,1848,3.677.473.568,25.6
16/1/19 4:00,1830.8,1868.16,3.717.591.461,25.8
16/1/19 5:00,1747.38,1783.04,35.482.048,26.8
16/1/19 6:00,1864.15,1902.19,3.785.310.306,27.6
16/1/19 7:00,1805.14,1841.98,3.665.493.919,26.1
16/1/19 8:00,1851.03,1888.81,3.758.684.442,26.6
16/1/19 9:00,1819.82,1856.96,3.695.303.742,25.8
16/1/19 10:00,1808.84,1845.76,3.673.016.024,25.8
16/1/19 11:00,1819.82,1856.96,3.695.303.742,26.8
16/1/19 12:00,1721.04,1756.16,3.494.714.275,25.7
16/1/19 13:00,1800.06,1836.8,3.655.185.849,26.6
16/1/19 14:00,1771.53,1807.68,3.597.237.781,26.3
16/1/19 15:00,1760.55,1796.48,3.574.950.062,27.4
16/1/19 16:00,1790.44,1808.53,2.551.245.522,24.2
16/1/19 17:00,1676.51,1693.44,2.388.891.098,25.4
16/1/19 18:00,1803.69,1821.91,257.120.335,25.6
16/1/19 19:00,1854.47,1873.2,2.642.473.784,25.6
16/1/19 20:00,1894.21,1913.34,2.699.098.222,27.5
16/1/19 21:00,1829.52,1848,2.606.924.809,27.6
16/1/19 22:00,1860.57,1879.36,2.651.163.533,26.9
16/1/19 23:00,1820.65,1839.04,2.594.285.174,24.9
17/1/19 0:00,1789.6,1807.68,2.554.645,26.2
17/1/19 1:00,1811.78,1830.08,2.581.645.538,26.8
17/1/19 2:00,1767.43,1785.28,2.518.447.361,26.7
17/1/19 3:00,1786.03,1804.07,2.544.953.918,27.4
17/1/19 4:00,1760.77,1778.56,2.508.967.634,28.4
17/1/19 5:00,1756.04,1773.78,2.502.224.615,27
17/1/19 6:00,1846.15,1864.8,263.624.125,27.9
17/1/19 7:00,1767.03,1784.88,2.517.883.092,26.2
17/1/19 8:00,1736.26,1753.8,2.474.039.356,25.9
17/1/19 9:00,1773.62,1791.54,2.527.278.178,26
17/1/19 10:00,1791.21,1809.3,2.552.331.741,25.6
17/1/19 11:00,1929.67,1949.16,274.962.855,25.8
17/1/19 12:00,1764.83,1782.66,2.514.751.396,26.8
17/1/19 13:00,1927.47,1946.94,2.746.496.855,27.6
17/1/19 14:00,1854.94,1873.68,2.643.150.907,26.1
17/1/19 15:00,1824.17,1842.6,2.599.307.172,26.6
17/1/19 16:00,1854.94,1873.68,2.643.150.907,25.8
17/1/19 17:00,1808.79,1827.06,2.577.385.304,25.8
17/1/19 18:00,1752.91,1770.62,2.497.766.886,26.8
17/1/19 19:00,1702.14,1719.33,2.425.413.437,25.7
17/1/19 20:00,1737.46,1755.01,2.475.746.271,26.6
17/1/19 21:00,1803.69,1821.91,257.120.335,26.3
17/1/19 22:00,1867.71,1886.58,2.661.348.596,27.4
17/1/19 23:00,1785.47,1821.91,3.625.555.123,24.2
18/1/19 0:00,1782.5,1818.88,3.619.525.499,25.4
18/1/19 1:00,1740.79,1776.32,3.534.832.169,25.6
18/1/19 2:00,1761.43,1797.38,3.576.741.039,25.6
18/1/19 3:00,1770.17,1806.3,3.594.491.615,27.5
18/1/19 4:00,1764.94,1800.96,3.583.865.149,27.6
18/1/19 5:00,1842.29,1879.89,374.933.866,26.9
18/1/19 6:00,1781.1,1817.45,3.616.679.835,24.9
18/1/19 7:00,1695.87,1730.48,344.361.172,26.2
18/1/19 8:00,1717.72,1752.78,348.798.816,26.8
18/1/19 9:00,1763.62,1799.61,3.581.178.683,26.7
18/1/19 10:00,1754.88,1790.69,3.563.428.108,27.4
18/1/19 11:00,1698.06,1732.71,3.448.049.364,28.4
18/1/19 12:00,1725.81,1743.24,245.91,27
18/1/19 13:00,1598.65,1614.8,227.8,27.9
18/1/19 14:00,1647.76,1664.4,234.79,26.2
18/1/19 15:00,1669.44,1686.3,237.88,25.9
18/1/19 16:00,1675.94,1692.87,238.81,26
18/1/19 17:00,1707.55,1724.8,243.31,25.6
18/1/19 18:00,1608.38,1641.2,326.59,25.8
18/1/19 19:00,1639.51,1672.97,332.92,26.8
18/1/19 20:00,1649.34,1683,334.91,27.6
18/1/19 21:00,1650.34,1684.02,335.12,26.1
18/1/19 22:00,1625.62,1658.8,330.1,26.6
18/1/19 23:00,1624.35,1657.5,329.84,25.8
19/1/19 0:00,1651.5,1685.2,335.35,25.8
19/1/19 1:00,1626.52,1659.71,330.28,26.8
19/1/19 2:00,1680.66,1714.96,341.27,25.7
19/1/19 3:00,1642.58,1676.1,333.54,26.6
19/1/19 4:00,1642.21,1658.8,234.,26.3
19/1/19 5:00,1620.43,1636.8,230.9,27.4
19/1/19 6:00,1663.99,1680.8,237.11,24.2
19/1/19 7:00,1646.57,1663.2,234.62,25.4
19/1/19 8:00,1642.21,1658.8,234.,25.6
19/1/19 9:00,1620.43,1636.8,230.9,25.6
19/1/19 10:00,1625.61,1642.03,231.64,27.5
19/1/19 11:00,1664.99,1681.81,237.25,27.6
19/1/19 12:00,1686.87,1703.91,240.37,26.9
19/1/19 13:00,1658.43,1675.18,236.31,24.9
19/1/19 14:00,1645.3,1661.92,234.44,26.2
19/1/19 15:00,1634.36,1650.87,232.88,26.8
