Time,P,S,Q,Temperature
4/1/19 2:00,1670.55,1704.64,338.85,26.2
4/1/19 3:00,1647.79,1681.42,334.91,26.8
4/1/19 4:00,1652.99,1686.72,337.1,26.7
4/1/19 5:00,1642.01,1675.52,341.23,27.4
4/1/19 6:00,1696.89,1731.52,341.67,28.4
4/1/19 7:00,1624.45,1657.6,340.6,27
4/1/19 8:00,1696.89,1731.52,343.23,27.9
4/1/19 9:00,1683.72,1718.08,340.39,26.2
4/1/19 10:00,1678.39,1712.64,341.71,25.9
4/1/19 11:00,1639.05,1672.5,343.26,26
4/1/19 12:00,1695.87,1730.48,336.63,25.6
4/1/19 13:00,1742.66,1778.22,345.3,25.8
4/1/19 14:00,1668.69,1702.74,341.49,26.8
4/1/19 15:00,1640.4,1673.88,340.61,27.6
4/1/19 16:00,1691.5,1726.02,345.3,26.1
4/1/19 17:00,1733.02,1768.39,337.96,26.6
4/1/19 18:00,1739.58,1775.08,337.7,25.8
4/1/19 19:00,1747.01,1782.66,338.84,25.8
4/1/19 20:00,1671.83,1705.95,354.3,26.8
4/1/19 21:00,1675.21,1709.4,357.1,25.7
4/1/19 22:00,1677.39,1711.62,237.25,26.6
4/1/19 23:00,1727.43,1762.68,240.37,26.3
5/1/19 0:00,1701.32,1736.04,236.31,27.4
5/1/19 1:00,1705.67,1740.48,234.44,24.2
5/1/19 2:00,1696.97,1731.6,232.88,25.4
5/1/19 3:00,1668.69,1702.74,236.12,25.6
5/1/19 4:00,1723.08,1758.24,237.73,25.6
5/1/19 5:00,1782.45,1818.83,234.31,27.5
5/1/19 6:00,1695.82,1730.43,235.86,27.6
5/1/19 7:00,1784.62,1821.04,241.45,26.9
5/1/19 8:00,1746.36,1782,240.83,24.9
5/1/19 9:00,1723.98,1759.16,241.76,26.2
5/1/19 10:00,1781.6,1799.6,239.9,26.8
5/1/19 11:00,1755.47,1773.2,234.12,26.7
5/1/19 12:00,1709.73,1727,235.86,27.4
5/1/19 13:00,1755.47,1773.2,240.21,28.4
5/1/19 14:00,1740.22,1757.8,239.9,27
5/1/19 15:00,1782.18,1800.18,249.21,27.9
5/1/19 16:00,1792.49,1810.6,238.66,26.2
5/1/19 17:00,1709.73,1727,246.53,25.9
5/1/19 18:00,1794.67,1812.8,242.69,26
5/1/19 19:00,1803.86,1822.08,238.19,25.6
5/1/19 20:00,1701.02,1718.2,239.43,25.8
5/1/19 21:00,1759.82,1777.6,242.52,26.8
5/1/19 22:00,1753.29,1771,340.6,27.6
5/1/19 23:00,1777.84,1795.8,350.24,26.1
6/1/19 0:00,1779.43,1797.4,345.23,26.6
6/1/19 1:00,1674.88,1691.8,342.79,25.8
6/1/19 2:00,1701.02,1718.2,342.15,25.8
6/1/19 3:00,1703.2,1720.4,343.23,26.8
6/1/19 4:00,1690.13,1707.2,335.12,25.7
6/1/19 5:00,1727.15,1744.6,348.48,26.6
6/1/19 6:00,1689.06,1706.12,354.18,26.3
6/1/19 7:00,1730.63,1748.11,343.23,27.4
6/1/19 8:00,1682.5,1699.49,339.29,24.2
6/1/19 9:00,1761.26,1779.05,341.23,25.4
6/1/19 10:00,1715.31,1732.64,334.47,25.6
6/1/19 11:00,1708.75,1726.01,342.54,25.6
6/1/19 12:00,1842.59,1861.2,335.79,27.5
6/1/19 13:00,1710.94,1728.22,348.92,27.6
6/1/19 14:00,1675.93,1692.86,364.25,26.9
6/1/19 15:00,1719.69,1737.06,338.85,24.9
6/1/19 16:00,1721.88,1739.27,334.91,26.2
6/1/19 17:00,1686.87,1703.91,337.1,26.8
6/1/19 18:00,1700,1717.17,341.23,26.7
6/1/19 19:00,1728.44,1745.9,341.67,27.4
6/1/19 20:00,1739.38,1756.95,340.6,28.4
6/1/19 21:00,1745.94,1763.58,343.23,27
6/1/19 22:00,1735,1752.53,340.39,27.9
6/1/19 23:00,1752.51,1770.21,341.71,26.2
7/1/19 0:00,1783.14,1801.15,343.26,25.9
7/1/19 1:00,1748.13,1765.79,336.63,26
7/1/19 2:00,1715.31,1732.64,345.3,25.6
7/1/19 3:00,1752.51,1770.21,341.49,25.8
7/1/19 4:00,1671.56,1688.44,340.61,26.8
7/1/19 5:00,1785.33,1803.36,345.3,27.6
7/1/19 6:00,1805.02,1823.25,337.96,26.1
7/1/19 7:00,1707.69,1724.94,337.7,26.6
7/1/19 8:00,1798.45,1816.62,338.84,25.8
7/1/19 9:00,1712.09,1729.38,354.3,25.8
7/1/19 10:00,1857.53,1876.29,357.1,26.8
7/1/19 11:00,1896.91,1916.07,237.25,25.7
7/1/19 12:00,1678.12,1695.07,240.37,26.6
7/1/19 13:00,1695.62,1712.75,236.31,26.3
7/1/19 14:00,1710.94,1728.22,234.44,27.4
7/1/19 15:00,1721.88,1739.27,232.88,24.2
7/1/19 16:00,1842.21,1860.82,236.12,25.4
7/1/19 17:00,1861.9,1880.71,237.73,25.6
7/1/19 18:00,1712.09,1729.38,234.31,25.6
7/1/19 19:00,1721.88,1739.27,235.86,27.5
7/1/19 20:00,1673.74,1690.65,241.45,27.6
7/1/19 21:00,1701.1,1718.28,240.83,26.9
7/1/19 22:00,1745.05,1762.68,241.76,24.9
7/1/19 23:00,1760.06,1795.98,239.9,26.2
8/1/19 0:00,1679.56,1713.84,234.12,26.8
8/1/19 1:00,1696.97,1731.6,235.86,26.7
8/1/19 2:00,1829.68,1867.02,240.21,27.4
8/1/19 3:00,1801.4,1838.16,239.9,28.4
8/1/19 4:00,1788.34,1824.84,249.21,27
8/1/19 5:00,1705.67,1740.48,238.66,27.9
8/1/19 6:00,1783.99,1820.4,246.53,26.2
8/1/19 7:00,1764.41,1800.42,242.69,25.9
8/1/19 8:00,1712.2,1747.14,238.19,26
8/1/19 9:00,1775.29,1811.52,239.43,25.6
8/1/19 10:00,1666.51,1700.52,242.52,25.8
8/1/19 11:00,1746.13,1781.77,340.6,26.8
8/1/19 12:00,1674.02,1708.18,350.24,27.6
8/1/19 13:00,1698.06,1732.71,345.23,26.1
8/1/19 14:00,1671.83,1705.95,342.79,26.6
8/1/19 15:00,1733.02,1768.39,342.15,25.8
8/1/19 16:00,1691.5,1726.02,343.23,25.8
8/1/19 17:00,1773.11,1809.3,335.12,26.8
8/1/19 18:00,1741.76,1777.31,348.48,25.7
8/1/19 19:00,1725.25,1760.46,354.18,26.6
8/1/19 20:00,1690.44,1724.94,343.23,26.3
8/1/19 21:00,1668.69,1702.74,339.29,27.4
8/1/19 22:00,1710.02,1744.92,341.23,24.2
8/1/19 23:00,1713.35,1748.32,334.47,25.4
9/1/19 0:00,1707.85,1742.7,342.54,25.6
9/1/19 1:00,1731.78,1767.12,335.79,25.6
9/1/19 2:00,1680.57,1714.87,348.92,27.5
9/1/19 3:00,1652.16,1685.88,364.25,27.6
9/1/19 4:00,1751.36,1787.1,338.85,26.9
9/1/19 5:00,1726.47,1761.7,334.91,24.9
9/1/19 6:00,1658.72,1692.57,337.1,26.2
9/1/19 7:00,1717.72,1752.78,341.23,26.8
9/1/19 8:00,1759.25,1795.15,341.67,26.7
9/1/19 9:00,1702.43,1737.17,340.6,27.4
9/1/19 10:00,1660.9,1694.8,343.23,28.4
9/1/19 11:00,1698.06,1732.71,340.39,27
9/1/19 12:00,1796.4,1833.06,341.71,27.9
9/1/19 13:00,1652.16,1685.88,343.26,26.2
9/1/19 14:00,1785.47,1821.91,336.63,25.9
9/1/19 15:00,1745.18,1780.8,345.3,26
9/1/19 16:00,1783.29,1819.68,341.49,25.6
9/1/19 17:00,1721.04,1756.16,340.61,25.8
9/1/19 18:00,1741.95,1777.5,345.3,26.8
9/1/19 19:00,1750.77,1786.5,337.96,27.6
9/1/19 20:00,1799.28,1836,337.7,26.1
9/1/19 21:00,1664.78,1698.75,338.84,26.6
9/1/19 22:00,1662.57,1696.5,354.3,25.8
9/1/19 23:00,1781.64,1818,357.1,25.8
10/1/19 0:00,1741.95,1777.5,237.25,26.8
10/1/19 1:00,1783.85,1820.25,240.37,25.7
10/1/19 2:00,1730.93,1766.25,236.31,26.6
10/1/19 3:00,1793.48,1830.08,234.44,26.3
10/1/19 4:00,1789.09,1825.6,232.88,27.4
10/1/19 5:00,1751.77,1787.52,236.12,24.2
10/1/19 6:00,1688.11,1722.56,237.73,25.4
10/1/19 7:00,1681.52,1715.84,234.31,25.6
10/1/19 8:00,1674.94,1709.12,235.86,25.6
10/1/19 9:00,1670.55,1704.64,241.45,27.5
10/1/19 10:00,1677.13,1711.36,240.83,27.6
10/1/19 11:00,1683.72,1718.08,241.76,26.9
10/1/19 12:00,1767.14,1803.2,239.9,24.9
10/1/19 13:00,1721.04,1756.16,234.12,26.2
10/1/19 14:00,1723.23,1758.4,235.86,26.8
10/1/19 15:00,1694.69,1729.28,240.21,26.7
10/1/19 16:00,1749.57,1785.28,239.9,27.4
10/1/19 17:00,1681.52,1715.84,249.21,28.4
10/1/19 18:00,1716.65,1751.68,238.66,27
10/1/19 19:00,1763.62,1799.61,246.53,27.9
10/1/19 20:00,1767.14,1803.2,242.69,26.2
10/1/19 21:00,1721.04,1756.16,238.19,25.9
10/1/19 22:00,1688.11,1722.56,239.43,26
10/1/19 23:00,1689.31,1723.79,242.52,25.6
11/1/19 0:00,1700.24,1734.94,340.6,25.8
11/1/19 1:00,1711.17,1746.09,350.24,26.8
11/1/19 2:00,1674.02,1708.18,345.23,27.6
11/1/19 3:00,1678.39,1712.64,342.79,26.1
11/1/19 4:00,1691.5,1726.02,342.15,26.6
11/1/19 5:00,1698.06,1732.71,343.23,25.8
11/1/19 6:00,1737.39,1772.85,335.12,25.8
11/1/19 7:00,1708.98,1743.86,348.48,26.8
11/1/19 8:00,1722.1,1757.24,354.18,25.7
11/1/19 9:00,1687.13,1721.56,343.23,26.6
11/1/19 10:00,1713.35,1748.32,339.29,26.3
11/1/19 11:00,1710.02,1744.92,341.23,27.4
11/1/19 12:00,1798.58,1835.29,334.47,24.2
11/1/19 13:00,1671.83,1705.95,342.54,25.4
11/1/19 14:00,1853.22,1891.04,335.79,25.6
11/1/19 15:00,1783.99,1820.4,348.92,25.6
11/1/19 16:00,1738.3,1773.78,364.25,27.5
11/1/19 17:00,1827.5,1864.8,338.85,27.6
11/1/19 18:00,1818.8,1855.92,334.91,26.9
11/1/19 19:00,1712.2,1747.14,337.1,24.9
11/1/19 20:00,1790.52,1827.06,341.23,26.2
11/1/19 21:00,1707.85,1742.7,341.67,26.8
11/1/19 22:00,1838.76,1876.29,340.6,26.7
11/1/19 23:00,1715.31,1750.32,343.23,27.4
12/1/19 0:00,1806.28,1843.14,340.39,28.4
12/1/19 1:00,1742.66,1778.22,341.71,27
12/1/19 2:00,1721.81,1756.95,343.26,27.9
12/1/19 3:00,1791.12,1827.67,336.63,26.2
12/1/19 4:00,1795.45,1832.09,345.3,25.9
12/1/19 5:00,1732.64,1768,341.49,26
12/1/19 6:00,1842.59,1861.2,340.61,25.6
12/1/19 7:00,1836.05,1854.6,345.3,25.8
12/1/19 8:00,1868.72,1887.6,337.96,26.8
12/1/19 9:00,1737.74,1773.2,337.7,27.6
12/1/19 10:00,1888.42,1907.49,338.84,26.1
12/1/19 11:00,1744.86,1780.47,354.3,26.6
12/1/19 12:00,1738.42,1773.9,357.1,25.8
12/1/19 13:00,1738.42,1773.9,237.25,25.8
12/1/19 14:00,1749.15,1784.85,240.37,26.8
12/1/19 15:00,1807.39,1844.28,236.31,25.7
12/1/19 16:00,1838.76,1876.29,234.44,26.6
12/1/19 17:00,1724.8,1760,232.88,26.3
12/1/19 18:00,1802.42,1839.2,236.12,27.4
12/1/19 19:00,1752.83,1788.6,237.73,24.2
12/1/19 20:00,1711.86,1746.8,234.31,25.4
12/1/19 21:00,1703.24,1738,235.86,25.6
12/1/19 22:00,1719.65,1754.74,241.45,25.6
12/1/19 23:00,1708.82,1743.69,240.83,27.5
13/1/19 0:00,1723.98,1759.16,241.76,27.6
13/1/19 1:00,1788.95,1825.46,239.9,26.9
13/1/19 2:00,1765.13,1801.15,234.12,24.9
13/1/19 3:00,1741.3,1776.84,235.86,26.2
13/1/19 4:00,1745.63,1781.26,240.21,26.8
13/1/19 5:00,1739.14,1774.63,239.9,26.7
13/1/19 6:00,1832.27,1869.66,249.21,27.4
13/1/19 7:00,1794.87,1831.5,238.66,28.4
13/1/19 8:00,1783.99,1820.4,246.53,27
13/1/19 9:00,1714.37,1749.36,242.69,27.9
13/1/19 10:00,1714.37,1749.36,238.19,26.2
13/1/19 11:00,1733.95,1769.34,239.43,25.9
13/1/19 12:00,1756.46,1792.31,242.52,26
13/1/19 13:00,1721.81,1756.95,340.6,25.6
13/1/19 14:00,1693.66,1728.22,350.24,25.8
13/1/19 15:00,1747.8,1783.47,345.23,26.8
13/1/19 16:00,1929.73,1949.22,342.79,27.6
13/1/19 17:00,1736.13,1771.56,342.15,26.1
13/1/19 18:00,1755.71,1791.54,343.23,26.6
13/1/19 19:00,1739.14,1774.63,335.12,25.8
13/1/19 20:00,1806.28,1843.14,348.48,25.8
13/1/19 21:00,1756.46,1792.31,354.18,26.8
13/1/19 22:00,1731.78,1767.12,343.23,25.7
13/1/19 23:00,1850.96,1869.66,339.29,26.6
14/1/19 0:00,1812.77,1849.77,341.23,26.3
14/1/19 1:00,1745.63,1781.26,334.47,27.4
14/1/19 2:00,1745.63,1781.26,342.54,24.2
14/1/19 3:00,1938.48,1958.06,335.79,25.4
14/1/19 4:00,1745.63,1781.26,348.92,25.6
14/1/19 5:00,1749.97,1785.68,364.25,25.6
14/1/19 6:00,1823.6,1860.82,338.85,27.5
14/1/19 7:00,1940.67,1960.27,334.91,27.6
14/1/19 8:00,1817.11,1854.19,337.1,26.9
14/1/19 9:00,1899.1,1918.28,341.23,24.9
14/1/19 10:00,1799.78,1836.51,341.67,26.2
14/1/19 11:00,1953.79,1973.53,340.6,26.8
14/1/19 12:00,1747.8,1783.47,343.23,26.7
14/1/19 13:00,1884.25,1922.7,340.39,27.4
14/1/19 14:00,1773.79,1809.99,341.71,28.4
14/1/19 15:00,1730.47,1765.79,343.26,27
14/1/19 16:00,1797.61,1834.3,336.63,27.9
14/1/19 17:00,1754.3,1790.1,345.3,26.2
14/1/19 18:00,1843.1,1880.71,341.49,25.9
14/1/19 19:00,1756.46,1792.31,340.61,26
14/1/19 20:00,1821.44,1858.61,345.3,25.6
14/1/19 21:00,1819.27,1856.4,337.96,25.8
14/1/19 22:00,1784.62,1821.04,337.7,26.8
14/1/19 23:00,1749.97,1785.68,338.84,27.6
15/1/19 0:00,1736.13,1771.56,354.3,26.1
15/1/19 1:00,1762.24,1798.2,357.1,26.6
15/1/19 2:00,1872.84,1891.76,237.25,25.8
15/1/19 3:00,1739.14,1774.63,240.37,25.8
15/1/19 4:00,1936.29,1955.85,236.31,26.8
15/1/19 5:00,1894.72,1913.86,234.44,25.7
15/1/19 6:00,1920.98,1940.38,232.88,26.6
15/1/19 7:00,1990.99,2011.1,236.12,26.3
15/1/19 8:00,1805.02,1823.25,237.73,27.4
15/1/19 9:00,1825.77,1863.03,234.31,24.2
15/1/19 10:00,1775.29,1811.52,235.86,25.4
15/1/19 11:00,1766.59,1802.64,241.45,25.6
15/1/19 12:00,1901.1,1920.3,240.83,25.6
15/1/19 13:00,1842.73,1880.34,241.76,27.5
15/1/19 14:00,1866.66,1904.76,239.9,27.6
15/1/19 15:00,1796.4,1833.06,234.12,26.9
15/1/19 16:00,1757.88,1793.76,235.86,24.9
15/1/19 17:00,1942.86,1962.48,240.21,26.2
15/1/19 18:00,1792.69,1829.28,239.9,26.8
15/1/19 19:00,1916.48,1935.84,249.21,26.7
15/1/19 20:00,1775.29,1811.52,238.66,27.4
15/1/19 21:00,1777.47,1813.74,246.53,28.4
15/1/19 22:00,1816.07,1853.13,242.69,27
15/1/19 23:00,1832.99,1870.4,238.19,27.9
16/1/19 0:00,1802.26,1839.04,239.43,26.2
16/1/19 1:00,1857.14,1895.04,242.52,25.9
16/1/19 2:00,1806.65,1843.52,340.6,26
16/1/19 3:00,1811.04,1848,350.24,25.6
16/1/19 4:00,1830.8,1868.16,345.23,25.8
16/1/19 5:00,1747.38,1783.04,342.79,26.8
16/1/19 6:00,1864.15,1902.19,342.15,27.6
16/1/19 7:00,1805.14,1841.98,343.23,26.1
16/1/19 8:00,1851.03,1888.81,335.12,26.6
16/1/19 9:00,1819.82,1856.96,348.48,25.8
16/1/19 10:00,1808.84,1845.76,354.18,25.8
16/1/19 11:00,1819.82,1856.96,343.23,26.8
16/1/19 12:00,1721.04,1756.16,339.29,25.7
16/1/19 13:00,1800.06,1836.8,341.23,26.6
16/1/19 14:00,1771.53,1807.68,334.47,26.3
16/1/19 15:00,1760.55,1796.48,342.54,27.4
16/1/19 16:00,1790.44,1808.53,335.79,24.2
16/1/19 17:00,1676.51,1693.44,348.92,25.4
16/1/19 18:00,1803.69,1821.91,364.25,25.6
16/1/19 19:00,1854.47,1873.2,338.85,25.6
16/1/19 20:00,1894.21,1913.34,334.91,27.5
16/1/19 21:00,1829.52,1848,337.1,27.6
16/1/19 22:00,1860.57,1879.36,341.23,26.9
16/1/19 23:00,1820.65,1839.04,341.67,24.9
17/1/19 0:00,1789.6,1807.68,340.6,26.2
17/1/19 1:00,1811.78,1830.08,343.23,26.8
17/1/19 2:00,1767.43,1785.28,340.39,26.7
17/1/19 3:00,1786.03,1804.07,341.71,27.4
17/1/19 4:00,1760.77,1778.56,343.26,28.4
17/1/19 5:00,1756.04,1773.78,336.63,27
17/1/19 6:00,1846.15,1864.8,345.3,27.9
17/1/19 7:00,1767.03,1784.88,341.49,26.2
17/1/19 8:00,1736.26,1753.8,340.61,25.9
17/1/19 9:00,1773.62,1791.54,345.3,26
17/1/19 10:00,1791.21,1809.3,337.96,25.6
17/1/19 11:00,1929.67,1949.16,337.7,25.8
17/1/19 12:00,1764.83,1782.66,338.84,26.8
17/1/19 13:00,1927.47,1946.94,354.3,27.6
17/1/19 14:00,1854.94,1873.68,357.1,26.1
17/1/19 15:00,1824.17,1842.6,237.25,26.6
17/1/19 16:00,1854.94,1873.68,240.37,25.8
17/1/19 17:00,1808.79,1827.06,236.31,25.8
17/1/19 18:00,1752.91,1770.62,234.44,26.8
17/1/19 19:00,1702.14,1719.33,232.88,25.7
17/1/19 20:00,1737.46,1755.01,236.12,26.6
17/1/19 21:00,1803.69,1821.91,237.73,26.3
17/1/19 22:00,1867.71,1886.58,234.31,27.4
17/1/19 23:00,1785.47,1821.91,235.86,24.2
18/1/19 0:00,1782.5,1818.88,241.45,25.4
18/1/19 1:00,1740.79,1776.32,240.83,25.6
18/1/19 2:00,1761.43,1797.38,241.76,25.6
18/1/19 3:00,1770.17,1806.3,239.9,27.5
18/1/19 4:00,1764.94,1800.96,234.12,27.6
18/1/19 5:00,1842.29,1879.89,235.86,26.9
18/1/19 6:00,1781.1,1817.45,240.21,24.9
18/1/19 7:00,1695.87,1730.48,239.9,26.2
18/1/19 8:00,1717.72,1752.78,249.21,26.8
18/1/19 9:00,1763.62,1799.61,238.66,26.7
18/1/19 10:00,1754.88,1790.69,246.53,27.4
18/1/19 11:00,1698.06,1732.71,242.69,28.4
18/1/19 12:00,1725.81,1743.24,238.19,27
18/1/19 13:00,1598.65,1614.8,239.43,27.9
18/1/19 14:00,1647.76,1664.4,242.52,26.2
18/1/19 15:00,1669.44,1686.3,340.6,25.9
18/1/19 16:00,1675.94,1692.87,350.24,26
18/1/19 17:00,1707.55,1724.8,345.23,25.6
18/1/19 18:00,1608.38,1641.2,342.79,25.8
18/1/19 19:00,1639.51,1672.97,342.15,26.8
18/1/19 20:00,1649.34,1683,343.23,27.6
18/1/19 21:00,1650.34,1684.02,335.12,26.1
18/1/19 22:00,1625.62,1658.8,348.48,26.6
18/1/19 23:00,1624.35,1657.5,354.18,25.8
19/1/19 0:00,1651.5,1685.2,343.23,25.8
19/1/19 1:00,1626.52,1659.71,339.29,26.8
19/1/19 2:00,1680.66,1714.96,341.23,25.7
19/1/19 3:00,1642.58,1676.1,334.47,26.6
19/1/19 4:00,1642.21,1658.8,342.54,26.3
19/1/19 5:00,1620.43,1636.8,335.79,27.4
19/1/19 6:00,1663.99,1680.8,348.92,24.2
19/1/19 7:00,1646.57,1663.2,364.25,25.4
19/1/19 8:00,1642.21,1658.8,338.85,25.6
19/1/19 9:00,1620.43,1636.8,334.91,25.6
19/1/19 10:00,1625.61,1642.03,337.1,27.5
19/1/19 11:00,1664.99,1681.81,341.23,27.6
19/1/19 12:00,1686.87,1703.91,341.67,26.9
19/1/19 13:00,1658.43,1675.18,340.6,24.9
19/1/19 14:00,1645.3,1661.92,343.23,26.2
19/1/19 15:00,1634.36,1650.87,340.39,26.8
19/1/19 16:00,1656.24,1672.97,341.71,26.7
19/1/19 17:00,1668.35,1685.2,343.26,27.4
19/1/19 18:00,1644.39,1661,336.63,28.4
19/1/19 19:00,1655.28,1672,345.3,27
19/1/19 20:00,1694.48,1711.6,341.49,27.9
19/1/19 21:00,1690.13,1707.2,340.61,26.2
19/1/19 22:00,1696.66,1713.8,345.3,25.9
19/1/19 23:00,1683.59,1700.6,337.96,26
20/1/19 0:00,1642.21,1658.8,337.7,25.6
20/1/19 1:00,1655.28,1672,338.84,25.8
20/1/19 2:00,1685.77,1702.8,354.3,26.8
20/1/19 3:00,1683.59,1700.6,357.1,27.6
20/1/19 4:00,1748.93,1766.6,249.21,26.1
20/1/19 5:00,1674.88,1691.8,238.66,26.6
20/1/19 6:00,1730.14,1747.62,246.53,25.8
20/1/19 7:00,1703.2,1720.4,242.69,25.8
20/1/19 8:00,1671.61,1688.49,238.19,26.8
20/1/19 9:00,1680.28,1697.25,239.43,25.7
20/1/19 10:00,1701.96,1719.15,242.52,26.6
20/1/19 11:00,1677.37,1711.6,340.6,26.3
20/1/19 12:00,1724.8,1760,350.24,27.4
20/1/19 13:00,1700.15,1734.85,345.23,24.2
20/1/19 14:00,1688.15,1722.6,342.79,25.4
20/1/19 15:00,1684.99,1719.38,342.15,25.6
20/1/19 16:00,1690.3,1724.8,343.23,25.6
20/1/19 17:00,1650.34,1684.02,335.12,27.5
20/1/19 18:00,1716.18,1751.2,348.48,27.6
20/1/19 19:00,1744.2,1779.8,354.18,26.9
20/1/19 20:00,1690.3,1724.8,343.23,24.9
20/1/19 21:00,1670.9,1705,339.29,26.2
20/1/19 22:00,1680.47,1714.77,341.23,26.8
20/1/19 23:00,1647.18,1680.8,334.47,26.7
21/1/19 0:00,1686.91,1721.34,342.54,27.4
21/1/19 1:00,1653.65,1687.4,335.79,28.4
21/1/19 2:00,1718.33,1753.4,348.92,27
21/1/19 3:00,1793.79,1830.4,364.25,27.9
21/1/19 4:00,1668.74,1702.8,338.85,26.2
21/1/19 5:00,1649.34,1683,334.91,25.9
21/1/19 6:00,1660.12,1694,337.1,26
21/1/19 7:00,1680.47,1714.77,341.23,25.6
21/1/19 8:00,1682.62,1716.96,341.67,25.8
21/1/19 9:00,1677.37,1711.6,340.6,26.8
21/1/19 10:00,1690.3,1724.8,343.23,27.6
21/1/19 11:00,1676.33,1710.54,340.39,26.1
21/1/19 12:00,1682.83,1717.17,341.71,26.6
21/1/19 13:00,1690.44,1724.94,343.26,25.8
21/1/19 14:00,1657.81,1691.64,336.63,25.8
21/1/19 15:00,1699.14,1733.82,345.3,26.8
21/1/19 16:00,1681.74,1716.06,341.49,25.7
21/1/19 17:00,1677.39,1711.62,340.61,26.6
21/1/19 18:00,1699.14,1733.82,345.3,26.3
21/1/19 19:00,1664.33,1698.3,337.96,27.4
21/1/19 20:00,1659.98,1693.86,337.7,24.2
21/1/19 21:00,1668.69,1702.74,338.84,25.4
21/1/19 22:00,1743.47,1779.05,354.3,25.6
